application_id,gt_person_id,link_shared_id,bank_internal_id,application_ts,product,amount_requested,term_months,interest_rate,birth_year,sex,home_postal_fsa,home_province,home_lat,home_lng,employment_type,employer_industry,employment_tenure_months,pay_frequency,dependents,residence_months,declared_income_cad,verified_income_cad,avg_balance_3m_cad,inflow_payroll_3m_cad,card_spend_3m_cad,atm_withdraw_3m_cad,nsf_count_3m,late_fee_count_3m,overdraft_days_3m,device_type,browser,os,device_id,ip_lat,ip_lng,internal_risk_score,default_12m,created_at,updated_at,source_system
8379,154,,d27b3b5ffb08768c,2025-02-27 12:30:25,CreditCard,26443.55,24,0.2133,1979,M,K8A,YT,60.744269301163506,-135.20460148392877,Full-time,Transportation,116,biweekly,0,37,51328.21,53183.82,861.13,10621.7,1456.24,1089.05,0,1,0,desktop,Chrome,Android,d154_853,60.744269301163506,-135.20460148392877,0.0,False,2025-02-22,2025-03-02,bank_app_v1
8380,4037,5f20da2138cfeabd,8df70532e5439d43,2025-06-30 17:48:10,AutoLoan,15417.43,24,0.1402,1991,F,E7E,AB,,,Full-time,Construction,14,biweekly,0,116,171804.15,198928.61,1933.06,4776.42,1100.1,245.93,0,0,1,mobile,Chrome,macOS,d4037_143,54.89620064575026,-90.50331565485357,0.2772983151005038,False,2025-06-22,2025-07-03,bank_app_v1
8381,8958,39b34adf5529c641,e2dad8f3887d94c2,2025-04-18 13:53:08,AutoLoan,16127.23,24,0.1273,1958,F,K4E,NB,46.18459650638227,-64.7626128761378,Full-time,Government,51,biweekly,2,75,71352.57,57188.89,8534.54,16634.14,12652.69,618.19,0,0,4,mobile,Edge,iOS,d8958_554,46.18459650638227,-64.7626128761378,0.21753567628558873,False,2025-04-17,2025-04-21,bank_app_v1
8382,2736,359a5fa7f88b75d8,27100f0074d1b544,2025-03-20 17:27:26,LineOfCredit,5084.41,48,0.1008,1998,F,T2G,PE,46.38074403225546,-63.17108337525158,Full-time,Transportation,0,monthly,1,101,110911.62,129020.21,2817.2,8784.08,4975.16,514.1,0,0,1,mobile,Safari,Linux,d2736_944,46.38074403225546,-63.17108337525158,0.2658670216840612,False,2025-03-15,2025-03-23,bank_app_v1
8383,5098,,5b1e4eab1d0ab4b7,2025-04-05 13:42:23,CreditCard,6152.91,72,0.1477,1957,F,R3M,YT,60.91652199702845,-134.96199367454906,Retired,Healthcare,36,biweekly,1,104,145799.32,135538.6,3337.92,8068.21,2022.63,671.54,0,0,1,mobile,Other,Linux,d5098_227,60.91652199702845,-134.96199367454906,0.23554368933844233,False,2025-03-28,2025-04-07,bank_app_v1
8384,405,,bb6eff471d91387c,2025-01-03 17:24:48,LineOfCredit,13335.06,24,0.036,2003,M,J2H,NB,46.316758066481285,-64.62185274107667,Student,Government,1,biweekly,1,5,44506.03,37440.66,1638.91,9531.45,12813.21,882.29,1,1,3,desktop,Edge,macOS,d405_433,46.316758066481285,-64.62185274107667,0.47357972082438676,True,2024-12-25,2025-01-09,bank_app_v1
8385,1816,,d35a4377009ccc9b,2025-05-10 11:38:37,PersonalLoan,80721.09,60,0.1158,1997,F,Y5V,AB,,,Full-time,Education,23,monthly,1,31,33217.18,32903.94,8965.27,5665.31,2632.09,395.62,0,0,4,desktop,Other,macOS,d1816_406,,,0.33678239620166367,False,2025-04-29,2025-05-16,bank_app_v1
8386,7395,88866dbf3ec73958,fb8ad6d5f325964b,2025-05-29 11:20:38,PersonalLoan,11558.73,24,0.036,1991,F,B5E,NS,44.56902901162543,-63.5415327035297,Retired,Energy,28,monthly,0,13,46739.59,41904.53,2460.37,6151.58,2981.67,422.39,1,0,0,mobile,Safari,Android,d7395_245,44.56902901162543,-63.5415327035297,0.05717890486724592,False,2025-05-27,2025-06-01,bank_app_v1
8387,4624,9a7e20f48a12fe83,17cb291c9d5ef650,2025-05-29 16:00:26,AutoLoan,9127.89,72,0.1171,1994,M,P9A,NS,,,Full-time,Energy,107,monthly,0,49,143089.47,112685.62,3611.27,9645.74,1624.86,822.51,0,0,2,mobile,Chrome,Linux,d4624_827,,,0.24674806674676014,False,2025-05-26,2025-06-03,bank_app_v1
8388,3913,d05cc92f60ec8d1d,8e2707d547cc599d,2025-01-19 12:00:31,LineOfCredit,4178.91,24,0.1085,1971,M,S3P,AB,,,Part-time,Energy,80,biweekly,1,64,71429.01,54513.18,6124.38,12335.0,838.06,209.25,0,0,0,mobile,Other,Linux,d3913_787,,,0.27335637552222164,False,2025-01-15,2025-01-22,bank_app_v1
8389,2898,,fd74011db20ebf0a,2025-05-08 12:47:22,AutoLoan,10692.95,48,0.0895,1978,M,N4X,NU,63.72586790857608,-68.49811873988386,Self-employed,Technology,89,biweekly,2,55,105014.54,80795.28,3076.28,29885.7,8865.41,163.22,0,1,0,desktop,Other,Windows,d2898_789,63.72586790857608,-68.49811873988386,0.538582724003216,False,2025-05-01,2025-05-09,bank_app_v1
8390,6054,6e2011d495ecf3bc,7936360db6c3d653,2025-07-15 15:24:50,CreditCard,48137.54,72,0.1755,1968,F,T4V,SK,,,Full-time,Energy,53,monthly,1,51,65320.38,62918.42,2061.61,8476.11,503.52,691.02,0,0,2,mobile,Other,Linux,d6054_258,,,0.3852153373429501,False,2025-07-02,2025-07-17,bank_app_v1
8391,6445,9093c4333fb9d2df,3ee6f7f172c242e4,2025-02-02 11:58:58,CreditCard,2341.35,48,0.162,1988,M,C4P,MB,,,Full-time,Government,74,weekly,0,88,87491.19,92143.82,756.34,6081.69,1421.12,340.84,1,0,2,mobile,Firefox,Android,d6445_529,,,0.013218036002650257,False,2025-01-29,2025-02-06,bank_app_v1
8392,3340,f2899e6da1184a07,b2607419f1107fa8,2025-07-18 09:38:13,LineOfCredit,31546.83,60,0.1243,1967,M,X2V,QC,45.35053134776551,-75.61903364320371,Part-time,Construction,43,monthly,0,31,95006.75,82648.18,5016.75,11942.93,2698.36,210.15,1,0,3,desktop,Edge,Linux,d3340_636,45.35053134776551,-75.61903364320371,0.5567800487910181,False,2025-07-16,2025-07-22,bank_app_v1
8393,4523,,c4bb3f1a772d77e5,2025-04-30 11:43:39,PersonalLoan,8083.66,48,0.1232,1976,M,C6H,NU,63.5822637987713,-68.82134763162483,Full-time,Education,46,weekly,2,73,91264.63,63065.25,1729.19,72478.51,2998.68,979.52,0,0,2,mobile,Firefox,Linux,d4523_163,63.5822637987713,-68.82134763162483,0.2932116391235122,False,2025-04-29,2025-05-06,bank_app_v1
8394,1978,,e73709022d3f4491,2025-03-25 09:47:17,CreditCard,4752.52,72,0.127,1980,M,C2V,NL,47.47876588568587,-52.664747712965045,Contract,Retail,90,biweekly,2,125,37373.49,44848.19,4988.81,7262.55,4332.94,345.62,0,0,1,mobile,Firefox,iOS,d1978_446,47.47876588568587,-52.664747712965045,0.29767515603623945,False,2025-03-15,2025-03-27,bank_app_v1
8395,3927,,d074cdb5e3844882,2025-05-14 10:17:56,PersonalLoan,29343.26,24,0.0839,1983,M,M3C,YT,60.683220525763645,-135.09574936601774,Self-employed,Construction,85,weekly,1,118,74321.98,55847.26,1746.14,15764.92,1049.49,680.02,0,0,1,desktop,Other,macOS,d3927_606,60.683220525763645,-135.09574936601774,0.33009403216972555,False,2025-04-30,2025-05-18,bank_app_v1
8396,521,c2399163bf63cdbe,314b2c2832e8e405,2025-02-08 11:20:39,CreditCard,31151.45,72,0.1155,1991,F,R3G,PE,46.133964729746864,-63.015121098573466,Full-time,Construction,26,monthly,2,14,95193.78,85002.38,2937.62,11866.83,18920.17,146.87,0,0,1,desktop,Firefox,macOS,d521_886,26.211825779910015,-61.12030663689211,0.45610295353718633,False,2025-02-02,2025-02-09,bank_app_v1
8397,1190,a15b49f4bbf7a2fd,a89839e6421ef52a,2025-06-26 17:12:23,CreditCard,4391.44,36,0.2129,1990,F,L0A,SK,52.214131661707256,-106.66585646409155,Retired,Construction,96,monthly,1,0,99023.43,93906.57,6048.48,23446.89,5430.22,296.83,0,0,0,desktop,Other,Windows,d1190_933,52.214131661707256,-106.66585646409155,0.4688940422701105,False,2025-06-12,2025-06-28,bank_app_v1
8398,681,bc9e8da7d32cef56,faaccc48ac122935,2025-03-20 17:17:23,PersonalLoan,8240.48,24,0.0677,2001,F,B9E,ON,,,Full-time,Hospitality,40,biweekly,2,59,55261.1,52178.06,6458.22,13373.73,761.54,576.15,0,0,1,mobile,Firefox,iOS,d681_954,,,0.11306456264467565,False,2025-03-07,2025-03-20,bank_app_v1
8399,2400,76baf256baba4d0c,74099d440b117ba4,2025-03-03 14:01:28,CreditCard,1887.86,36,0.2018,1995,M,M3R,NB,45.92677678835312,-66.70745100388227,Retired,Education,83,monthly,1,94,169352.36,176272.01,7848.23,35753.06,4335.24,381.22,0,0,0,mobile,Edge,iOS,d2400_930,45.92677678835312,-66.70745100388227,0.43490605465810683,False,2025-02-28,2025-03-08,bank_app_v1
8400,4318,,6ce7c478e4aed602,2025-07-12 18:06:04,LineOfCredit,19701.52,36,0.1656,1971,F,R8S,ON,,,Self-employed,Technology,0,biweekly,2,39,67732.14,51945.4,1541.32,31972.21,3158.67,916.93,0,1,1,mobile,Edge,macOS,d4318_349,,,0.11437287445493413,False,2025-07-06,2025-07-12,bank_app_v1
8401,7718,222fe99a86f38522,66650c0304fe10c5,2025-06-25 13:05:53,AutoLoan,21908.4,24,0.0942,1983,M,B0J,YT,60.61599262417414,-135.0883536339754,Full-time,Technology,63,weekly,1,24,61382.04,42488.75,815.44,10941.55,1556.67,806.27,0,1,1,mobile,Firefox,macOS,d7718_293,60.61599262417414,-135.0883536339754,0.4722296045225993,False,2025-06-22,2025-06-28,bank_app_v1
8402,2473,9825faaf3bcdc5c1,b7c9fb26f3c248d7,2025-05-08 18:10:44,LineOfCredit,8373.36,60,0.1344,1997,M,P7G,PE,46.065713600347564,-63.07238579743301,Part-time,Transportation,44,biweekly,0,0,52059.7,51404.58,6377.4,3138.15,11974.56,88.19,0,0,2,desktop,Safari,iOS,d2473_328,46.065713600347564,-63.07238579743301,0.49810586816355634,False,2025-05-01,2025-05-13,bank_app_v1
8403,4374,5a9688f4c4af1ea3,824e45a2754967f7,2025-06-23 17:56:29,LineOfCredit,7711.27,72,0.1064,1954,F,C0B,PE,46.22091134857485,-63.13094067657171,Full-time,Transportation,0,biweekly,2,30,91696.47,73375.0,12458.16,3270.45,1813.58,319.32,0,0,3,mobile,Safari,Linux,d4374_642,46.22091134857485,-63.13094067657171,0.37821181547236,True,2025-06-12,2025-06-23,bank_app_v1
8404,247,ca021bf691d9542f,0e28ba44806416a9,2025-04-30 14:02:07,AutoLoan,15226.83,48,0.153,1986,M,G7X,AB,,,Part-time,Construction,88,monthly,0,79,144943.66,126341.15,2188.32,4894.9,5711.01,1009.43,2,1,3,mobile,Firefox,Android,d247_399,,,0.48919016662356235,False,2025-04-29,2025-05-05,bank_app_v1
8405,2905,,bce27ca952fa1cba,2025-01-26 12:25:19,LineOfCredit,5675.16,24,0.0287,1994,M,P5H,NB,46.02392125655674,-64.62724188692646,Full-time,Energy,81,biweekly,2,92,68227.67,59426.09,1723.13,5217.47,1910.9,438.2,0,0,0,desktop,Firefox,Android,d2905_735,46.02392125655674,-64.62724188692646,0.00046145394320645794,True,2025-01-13,2025-02-01,bank_app_v1
8406,3944,02981acb60fef2ae,a3eb72840d78af7c,2025-05-23 17:01:33,PersonalLoan,14209.01,60,0.1292,1962,F,J3N,MB,,,Unemployed,Hospitality,37,monthly,1,122,96596.73,94046.07,3400.94,2758.03,6641.24,311.92,1,0,1,mobile,Other,Linux,d3944_716,,,0.19430009266170128,False,2025-05-20,2025-05-24,bank_app_v1
8407,6731,8ab0367054c425dc,3f80d7d435dfb22b,2025-07-20 13:39:37,LineOfCredit,20615.48,60,0.0488,1973,F,C9B,QC,,,Self-employed,Retail,66,biweekly,0,51,64286.66,64887.51,970.58,13012.24,3630.62,666.14,0,1,1,mobile,Firefox,Windows,d6731_723,54.71639548211553,-56.27017106019116,0.32209178354071916,False,2025-07-12,2025-07-21,bank_app_v1
8408,8897,e3db5ad7b5466196,9148d3fe1f9cd1b8,2025-02-17 13:36:34,PersonalLoan,9953.81,12,0.0974,2000,F,H3V,NT,62.27997305846142,-114.23207241771864,Full-time,Retail,114,biweekly,3,166,84413.56,60727.72,544.26,12925.96,4742.7,254.11,1,2,0,desktop,Other,Windows,d8897_580,38.60640142175258,-127.4412675406208,0.25341206563648033,False,2025-02-03,2025-02-21,bank_app_v1
8409,3871,2d030683822f78b7,5244b28180aa85c4,2025-05-28 17:47:22,CreditCard,15314.65,48,0.2027,1979,M,E7L,NB,46.198407721587444,-64.89877433314435,Retired,Energy,34,monthly,2,73,37486.18,37444.82,2952.79,3601.95,7115.73,139.98,0,0,3,desktop,Firefox,macOS,d3871_910,46.198407721587444,-64.89877433314435,0.2721046925485617,False,2025-05-17,2025-05-31,bank_app_v1
8410,6545,e2ad48308f6df9bc,4a62fa656a4f9b4e,2025-01-29 18:11:07,LineOfCredit,39044.51,48,0.1588,1982,M,E9K,NS,,,Full-time,Energy,88,biweekly,2,68,32524.2,30554.51,1242.44,10676.1,4832.86,226.06,0,1,2,mobile,Safari,iOS,d6545_256,28.13367284040128,-57.28755431218683,0.6846766190994108,False,2025-01-22,2025-02-04,bank_app_v1
8411,1864,55c5ee4ad85d894f,a1d8d839e6ceaa57,2025-04-18 18:19:52,LineOfCredit,13257.33,24,0.1091,1978,F,R2G,QC,45.61761005529591,-73.53168377054786,Full-time,Technology,82,monthly,1,49,78014.93,66971.63,8533.67,13062.76,2367.48,1102.65,0,1,1,mobile,Edge,Linux,d1864_844,54.18453786954176,-128.9007247542841,0.31531514874587435,False,2025-04-16,2025-04-20,bank_app_v1
8412,4322,035c93036f7c578b,66a91ca271fdb2ef,2025-07-02 09:25:23,AutoLoan,27526.92,72,0.1716,1971,M,J6E,MB,,,Full-time,Retail,101,biweekly,0,28,60808.78,68781.75,2257.69,3002.25,13400.15,418.49,0,0,3,mobile,Edge,Windows,d4322_804,,,0.47147874860657385,False,2025-06-29,2025-07-07,bank_app_v1
8413,215,30c86b99389d4c7a,1762f41a6e304e42,2025-01-23 19:50:40,AutoLoan,4953.49,12,0.046,1980,M,K0M,NL,47.630032612157116,-52.67792659464175,Full-time,Education,116,weekly,0,89,139355.81,151143.26,1264.29,5175.41,1629.21,1475.42,1,0,2,mobile,Firefox,Windows,d215_917,47.630032612157116,-52.67792659464175,0.29903915699137446,False,2025-01-19,2025-01-26,bank_app_v1
8414,4177,fe551f6571c47f18,9e8d7727a70d3257,2025-04-28 10:22:46,AutoLoan,29348.99,36,0.158,1990,M,L2J,QC,,,Full-time,Transportation,7,monthly,1,31,33175.84,37508.42,4494.95,14602.59,4442.47,373.22,0,0,1,desktop,Safari,Windows,d4177_567,,,0.27944486651131617,False,2025-04-19,2025-04-28,bank_app_v1
8415,364,bf3ae575e5d5455f,93836788b3d47935,2025-07-11 18:47:02,PersonalLoan,6301.52,72,0.1035,1995,X,B8T,MB,49.97956791940359,-97.16155075619497,Part-time,Finance,76,weekly,0,25,51813.6,49345.61,1057.58,9967.54,2792.61,205.34,0,0,0,desktop,Firefox,macOS,d364_634,49.97956791940359,-97.16155075619497,0.5017786695442531,False,2025-07-02,2025-07-16,bank_app_v1
8416,8114,cbb0e6ed8ae19e52,1099a29e26cc946c,2025-04-10 19:59:03,PersonalLoan,31451.52,24,0.1384,2001,F,N7P,AB,,,Full-time,Energy,12,biweekly,0,99,147586.02,148227.04,1644.3,14151.98,4367.61,106.13,0,0,2,mobile,Other,Android,d8114_215,,,0.42426444138017927,False,2025-04-01,2025-04-12,bank_app_v1
8417,2572,e6ecce7ffec1e98d,d3efc056b333165d,2025-01-31 09:00:26,PersonalLoan,22804.88,12,0.1194,1955,F,S4R,ON,,,Unemployed,Hospitality,52,monthly,1,6,59798.18,62563.17,4331.37,10282.5,704.07,341.09,1,0,3,mobile,Firefox,Windows,d2572_679,,,0.6388292883577837,False,2025-01-19,2025-01-31,bank_app_v1
8418,3542,,17622acc2604adbc,2025-08-01 12:04:39,AutoLoan,12302.59,72,0.1466,1987,M,K7H,NU,63.54405440075167,-68.5137018822757,Retired,Construction,137,biweekly,2,59,91564.43,64395.76,7473.6,3717.84,2856.19,417.91,0,0,1,mobile,Firefox,iOS,d3542_680,63.54405440075167,-68.5137018822757,0.22853198007320627,False,2025-07-26,2025-08-06,bank_app_v1
8419,8571,a7a8193f2390bbfe,94923733b27e4ab9,2025-03-27 14:04:41,AutoLoan,3798.71,48,0.1659,1978,F,T9J,NS,,,Self-employed,Construction,28,monthly,1,51,83912.0,90460.01,3292.71,13337.3,9454.21,395.24,0,0,0,mobile,Chrome,macOS,d8571_128,50.5225421217354,-119.95305352160204,0.4099148356276844,False,2025-03-20,2025-03-27,bank_app_v1
8420,5397,eea0baf0950677c2,adeb38f5b5d6455a,2025-05-20 16:31:59,PersonalLoan,7038.27,48,0.1727,1964,M,B0G,BC,49.27251816829771,-123.22432231901199,Full-time,Transportation,38,biweekly,3,115,106198.09,126738.5,1507.2,28959.44,3695.57,347.59,0,0,2,desktop,Safari,iOS,d5397_571,34.83707492143048,-121.32937856245915,0.3934181058506471,False,2025-05-19,2025-05-20,bank_app_v1
8421,4971,5bc7dea735b16644,f1c126e36ed2a34c,2025-01-03 17:38:34,CreditCard,3985.83,36,0.1895,1997,F,R2M,NU,63.845402088262645,-68.46278978599986,Unemployed,Construction,40,biweekly,0,45,79706.07,73011.55,746.01,6524.82,3511.79,158.2,2,0,2,mobile,Firefox,iOS,d4971_207,63.845402088262645,-68.46278978599986,0.3665969330789846,False,2025-01-02,2025-01-03,bank_app_v1
8422,5925,,b888262dc0c43281,2025-03-29 14:05:07,AutoLoan,58227.86,36,0.1285,1997,M,H2G,QC,45.4848058361207,-75.86136389949434,Student,Technology,15,monthly,1,79,72952.96,66995.53,7543.54,24538.55,9723.69,544.81,0,0,0,mobile,Firefox,macOS,d5925_223,45.4848058361207,-75.86136389949434,0.46913192848308677,False,2025-03-17,2025-04-01,bank_app_v1
8423,5057,,bfa171339f2f63ae,2025-01-29 16:10:39,CreditCard,26927.38,24,0.2154,2001,F,S5X,YT,60.67959988925032,-135.05342276734305,Contract,Retail,55,monthly,0,48,60635.12,56082.47,1295.91,2010.9,6318.45,160.24,0,1,0,mobile,Chrome,macOS,d5057_517,60.67959988925032,-135.05342276734305,0.7203625819753801,False,2025-01-27,2025-01-30,bank_app_v1
8424,579,99386bd583243af7,e34bbf078d0b0d51,2025-01-27 13:26:09,AutoLoan,8261.71,24,0.1376,1973,M,T2J,NL,47.69582786365087,-52.60377901785956,Self-employed,Technology,126,monthly,0,95,48953.59,34896.06,7424.98,7133.16,638.9,1016.52,0,1,1,mobile,Other,macOS,d579_266,47.69582786365087,-52.60377901785956,0.33903326448591475,False,2025-01-18,2025-01-31,bank_app_v1
8425,8137,1044f4497c9bb4be,e9aa63ff7eed9cb8,2025-04-07 14:14:21,CreditCard,9610.74,24,0.2029,2003,F,M4B,SK,50.43358065438063,-104.5088506559458,Full-time,Retail,37,weekly,0,25,58440.77,58774.23,4663.21,19314.19,17082.5,147.54,0,0,0,mobile,Edge,Windows,d8137_993,50.43358065438063,-104.5088506559458,0.6644426226456882,False,2025-04-04,2025-04-07,bank_app_v1
8426,2366,,0a467ee594e32c69,2025-06-28 12:48:47,LineOfCredit,10759.65,60,0.0722,1966,F,N4J,AB,,,Full-time,Retail,41,monthly,1,125,105236.42,115387.76,2311.91,2973.4,550.63,1615.52,0,0,0,mobile,Other,Windows,d2366_679,61.831306489656384,-73.11158323511614,0.5984698126724329,False,2025-06-14,2025-07-02,bank_app_v1
8427,4983,,71fc0968840e31bc,2025-07-25 13:36:19,PersonalLoan,10608.63,36,0.104,1951,M,V2S,YT,60.97566291138304,-135.1927913447163,Full-time,Education,49,biweekly,3,83,153017.58,146165.78,346.74,20750.65,8702.37,1804.31,1,0,2,mobile,Other,Android,d4983_242,60.97566291138304,-135.1927913447163,0.14752709585726362,False,2025-07-13,2025-07-26,bank_app_v1
8428,2956,81b4c294cade4d5b,2f441344d5674436,2025-06-08 12:39:24,CreditCard,2270.8,12,0.1671,1959,M,X0T,AB,51.0505403708046,-114.21498423223022,Full-time,Transportation,103,weekly,0,11,92774.59,85201.65,3550.24,12592.9,4869.76,343.8,0,0,1,desktop,Firefox,Android,d2956_261,51.0505403708046,-114.21498423223022,0.38223405122853715,False,2025-05-29,2025-06-14,bank_app_v1
8429,768,c143b7e3fb090936,a4b59898b2438142,2025-07-25 14:25:51,PersonalLoan,20578.54,48,0.0879,1971,F,M3T,NL,47.501978866279956,-52.63527728459703,Full-time,Energy,61,biweekly,1,0,87407.38,97675.19,10484.31,3723.56,922.44,256.36,0,1,0,desktop,Chrome,macOS,d768_408,47.501978866279956,-52.63527728459703,0.33043555723339696,False,2025-07-22,2025-07-31,bank_app_v1
8430,5444,b2152e377a8be887,25fae001d29b7a96,2025-07-06 13:54:16,CreditCard,894.93,48,0.1495,1969,F,X2Y,MB,49.761172806345,-97.13895890336255,Full-time,Finance,36,biweekly,0,48,72450.51,64859.54,3561.2,3678.82,3087.71,407.1,0,0,0,mobile,Safari,macOS,d5444_383,49.761172806345,-97.13895890336255,0.5392460202154994,False,2025-07-02,2025-07-08,bank_app_v1
8431,4197,,465f2f70b92c1850,2025-01-04 09:13:21,AutoLoan,12423.69,12,0.1213,1959,M,T3H,NS,44.449741599078614,-63.450355529960575,Student,Energy,34,monthly,1,90,71660.04,68495.72,1019.69,8105.25,2727.19,554.3,2,0,3,mobile,Other,Windows,d4197_675,44.449741599078614,-63.450355529960575,0.5241719954504311,False,2024-12-27,2025-01-09,bank_app_v1
8432,338,ca16193b5d11d791,a3f2a8483460d6f0,2025-07-21 13:17:22,CreditCard,5400.86,36,0.1778,1975,F,T3M,NU,63.854747139608016,-68.65944903987612,Unemployed,Education,74,monthly,0,184,96772.76,72309.52,2002.44,6938.95,4759.5,678.18,0,0,1,desktop,Safari,Linux,d338_117,63.854747139608016,-68.65944903987612,0.45836865066920995,False,2025-07-15,2025-07-22,bank_app_v1
8433,68,,edd394be8360e1d1,2025-02-02 09:32:22,LineOfCredit,3625.68,12,0.1292,1995,F,N7C,BC,49.35856192255988,-123.08859358155541,Full-time,Transportation,0,monthly,0,0,160146.43,159292.2,13208.85,18979.1,5489.76,243.02,1,0,1,mobile,Edge,Windows,d68_595,49.35856192255988,-123.08859358155541,0.5056079025760094,False,2025-01-24,2025-02-07,bank_app_v1
8434,1452,7b8a6264af46f14e,788f26c156671388,2025-07-03 10:34:12,AutoLoan,15920.32,48,0.1558,2000,F,P8K,ON,,,Student,Hospitality,51,biweekly,2,70,125512.31,92546.3,2418.34,5508.59,4205.53,918.05,1,0,1,mobile,Edge,macOS,d1452_761,,,0.33541653802134946,False,2025-06-22,2025-07-09,bank_app_v1
8435,1240,,57cab76211a79131,2025-04-09 11:06:58,CreditCard,5890.53,36,0.2459,1953,M,Y1S,NS,,,Retired,Construction,72,biweekly,0,52,26070.77,22253.12,3092.62,27811.07,4511.18,362.7,0,0,2,mobile,Safari,macOS,d1240_315,,,0.22400956743336292,False,2025-04-05,2025-04-12,bank_app_v1
8436,7981,b5fe81c1ecbea754,28b5d2853406f43a,2025-02-28 18:49:41,CreditCard,2239.33,72,0.2235,1997,M,H2X,YT,60.84331272729858,-135.07356384808293,Part-time,Energy,19,biweekly,2,107,47033.35,29764.65,554.18,6102.1,3578.32,412.45,0,0,0,desktop,Other,macOS,d7981_406,60.84331272729858,-135.07356384808293,0.291912448795648,False,2025-02-27,2025-03-04,bank_app_v1
8437,4590,,c6706e85144ee960,2025-02-16 09:24:05,PersonalLoan,6256.11,72,0.1526,1970,M,E1R,AB,51.09419348299576,-114.07458863873183,Full-time,Hospitality,0,monthly,0,64,173365.77,166749.89,390.7,6540.26,9317.81,304.26,0,1,0,mobile,Firefox,Windows,d4590_789,41.715900445262434,-75.66521540845699,0.2732560621823879,False,2025-02-07,2025-02-18,bank_app_v1
8438,549,,4b3f4a4d44307e1e,2025-02-17 09:28:06,LineOfCredit,8727.11,72,0.1295,1977,F,T4T,YT,60.59035757314523,-135.1080676388692,Unemployed,Hospitality,59,monthly,0,35,145638.38,116857.55,633.68,6768.78,1704.35,138.13,1,0,1,mobile,Firefox,Android,d549_937,29.48999349918535,-75.82245257036823,0.0,False,2025-02-06,2025-02-21,bank_app_v1
8439,1611,9711b9ab37be6a69,78b67eb3c24e6742,2025-04-09 14:43:53,AutoLoan,4340.8,60,0.1302,1978,M,B3K,MB,50.01386930094946,-96.88911210152463,Full-time,Government,81,biweekly,1,67,38403.5,34686.7,2344.54,10482.87,445.34,280.11,0,0,1,mobile,Edge,Android,d1611_109,50.01386930094946,-96.88911210152463,0.19712129378007373,False,2025-04-06,2025-04-09,bank_app_v1
8440,6392,,31c24b06b960744b,2025-05-01 15:04:50,CreditCard,5967.41,72,0.1615,1987,F,L4Y,YT,60.792585504810994,-134.9894260084765,Full-time,Construction,77,biweekly,1,69,84039.67,84425.34,7595.1,11342.4,6456.66,609.83,1,2,0,mobile,Chrome,Android,d6392_132,60.792585504810994,-134.9894260084765,0.24811199193510647,False,2025-04-20,2025-05-07,bank_app_v1
8441,977,9ac3b27d7dded815,84d710b0a668d8f7,2025-06-03 15:31:19,AutoLoan,19283.0,24,0.1084,1971,M,K0K,PE,46.28318396921185,-63.18459135283137,Full-time,Retail,19,monthly,1,164,42433.09,31801.19,723.43,23199.66,1916.21,1686.49,0,0,0,mobile,Safari,Android,d977_971,46.28318396921185,-63.18459135283137,0.21720234040482633,False,2025-06-01,2025-06-07,bank_app_v1
8442,1664,7bc03059730fc150,72d37e94b3ca5cb0,2025-07-25 16:21:25,LineOfCredit,22048.99,60,0.0894,1996,F,G5P,PE,46.34949186608105,-63.153097710001134,Student,Education,0,biweekly,2,7,90618.72,83542.29,3130.25,23777.7,6315.3,195.1,0,0,3,desktop,Edge,Android,d1664_802,46.34949186608105,-63.153097710001134,0.16320580068332374,False,2025-07-24,2025-07-28,bank_app_v1
8443,8700,40f93d87d0642540,8120fff33036d7e4,2025-05-15 12:16:52,AutoLoan,19330.04,72,0.151,2000,F,X6Y,YT,60.77885339427108,-134.97981046358717,Full-time,Healthcare,10,monthly,1,0,70801.05,78347.9,4760.67,8464.35,1255.73,609.48,1,1,3,desktop,Firefox,Linux,d8700_412,35.34257531932093,-91.54897754270968,0.32201390953509246,False,2025-05-04,2025-05-17,bank_app_v1
8444,5469,,28abb00c91dbf061,2025-03-21 17:02:41,AutoLoan,15175.98,12,0.1192,1997,F,R6M,MB,49.80036227208187,-97.47993145371002,Full-time,Transportation,0,monthly,0,55,64573.72,67922.4,3377.07,3672.9,7110.69,253.54,0,0,0,desktop,Edge,Windows,d5469_277,49.80036227208187,-97.47993145371002,0.38030012318994416,False,2025-03-16,2025-03-23,bank_app_v1
8445,7998,,5928fd0bd0923ab1,2025-05-16 18:07:57,AutoLoan,13415.33,24,0.1467,1954,F,V9G,ON,,,Full-time,Retail,18,monthly,0,0,53720.76,60812.73,2475.37,4246.23,3176.08,635.18,0,0,1,mobile,Edge,Linux,d7998_660,,,0.4203565421361809,False,2025-05-02,2025-05-20,bank_app_v1
8446,4502,675d10af8c183b29,ef6d16a15128460c,2025-04-10 09:45:22,AutoLoan,17534.97,24,0.0694,1975,F,N6J,SK,,,Full-time,Government,0,monthly,0,73,49023.22,46990.32,1799.2,36631.0,5517.66,514.88,0,0,1,mobile,Other,Linux,d4502_706,,,0.3059256853526056,False,2025-04-04,2025-04-10,bank_app_v1
